,participant,block,order,spelling,wnw,resp,accuracy,prev.acc,rt,prev.rt,freq,prev.wnw,fg,wfnw,resp.1,ve
1,1,1,201,schoden,2,2,1,NA,526,NA,NA,NA,NA,7,2,0
2,1,1,202,verboor,2,2,1,1,575,526,NA,2,NA,7,2,0
3,1,1,203,snerven,2,2,1,1,540,575,NA,2,NA,7,2,0
4,1,1,204,kostte,1,1,1,1,541,540,15.1843,2,6,6,1,0
5,1,1,205,penk,2,2,1,1,541,541,NA,1,NA,7,2,1
6,1,1,206,gestard,2,1,0,1,459,541,NA,2,NA,7,1,0
7,1,1,207,moeen,2,2,1,0,655,459,NA,2,NA,7,2,1
8,1,1,208,luie,1,2,0,1,507,655,7.2034,2,5,5,2,0
9,1,1,209,noetig,2,2,1,0,620,507,NA,1,NA,7,2,0
10,1,1,210,stapt,1,1,1,1,425,620,11.5712,2,5,5,1,0
11,1,1,211,nasleep,1,1,1,1,750,425,0.3659,1,2,2,1,0
12,1,1,212,hebbend,1,1,1,1,534,750,0.2058,1,2,2,1,0
13,1,1,213,zwee,2,2,1,1,631,534,NA,1,NA,7,2,0
14,1,1,214,rua's,2,2,1,1,563,631,NA,2,NA,7,2,0
15,1,1,215,feeks,1,1,1,1,546,563,1.898,2,4,4,1,1
16,1,1,216,fitten,1,2,0,1,594,546,0.0229,1,1,1,2,0
17,1,1,217,blooi,2,2,1,0,704,594,NA,1,NA,7,2,0
18,1,1,218,bratten,2,2,1,1,634,704,NA,2,NA,7,2,0
19,1,1,219,googje,2,2,1,1,854,634,NA,2,NA,7,2,0
20,1,1,220,gazat,2,2,1,1,618,854,NA,2,NA,7,2,0
21,1,1,221,meertuin,2,2,1,1,791,618,NA,2,NA,7,2,0
22,1,1,222,vlakke,1,1,1,1,541,791,0.7089,2,3,3,1,0
23,1,1,223,maandag,1,1,1,1,429,541,30.986,1,6,6,1,1
24,1,1,224,kaper,1,2,0,1,658,429,1.0291,1,3,3,2,0
25,1,1,225,termen,1,1,1,0,589,658,2.4697,1,4,4,1,0
26,1,1,226,broches,1,1,1,1,1051,589,0.0229,1,1,1,1,0
27,1,1,227,tweede,1,1,1,1,520,1051,129.8211,1,6,6,1,0
28,1,1,228,mondoor,2,2,1,1,680,520,NA,1,NA,7,2,0
29,1,1,229,zachte,1,1,1,1,1171,680,10.1762,2,5,5,1,1
30,1,1,230,roofwerk,2,1,0,1,938,1171,NA,1,NA,7,1,0
31,1,1,231,zwarter,1,1,1,0,618,938,0.4802,2,NA,NA,1,0
32,1,1,232,mij,1,1,1,1,487,618,2540.5548,1,6,6,1,0
33,1,1,233,duidt,1,1,1,1,762,487,3.3616,1,4,4,1,0
34,1,1,234,hoorn,1,1,1,1,802,762,8.0038,1,5,5,1,0
35,1,1,235,bied,1,1,1,1,679,802,21.8617,1,6,6,1,0
36,1,1,236,strohaak,2,2,1,1,1042,679,NA,1,NA,7,2,0
37,1,1,237,gesmaafd,2,2,1,1,702,1042,NA,2,NA,7,2,0
38,1,1,238,spleken,2,2,1,1,679,702,NA,2,NA,7,2,0
39,1,1,239,hoog,1,1,1,1,577,679,63.2297,2,6,6,1,0
40,1,1,240,achting,1,1,1,1,640,577,1.0748,1,3,3,1,0
41,1,1,241,bloedbad,1,1,1,1,621,640,6.7232,1,5,5,1,0
42,1,1,242,arweg,2,2,1,1,537,621,NA,1,NA,7,2,0
43,1,1,243,stijt,2,2,1,1,698,537,NA,2,NA,7,2,0
44,1,1,244,weefsels,1,1,1,1,532,698,0.4345,2,2,2,1,0
45,1,1,245,moepe,2,2,1,1,612,532,NA,1,NA,7,2,0
46,1,1,246,nom,2,2,1,1,689,612,NA,2,NA,7,2,0
47,1,1,247,scheem,2,2,1,1,748,689,NA,2,NA,7,2,0
48,1,1,248,kint,2,2,1,1,548,748,NA,2,NA,7,2,0
49,1,1,249,pyvlans,2,2,1,1,563,548,NA,2,NA,7,2,0
50,1,1,250,toegift,1,1,1,1,787,563,0.6174,2,3,3,1,0
51,1,1,251,koeddier,2,2,1,1,554,787,NA,1,NA,7,2,0
52,1,1,252,stogje,2,2,1,1,633,554,NA,2,NA,7,2,0
53,1,1,253,net,1,1,1,1,406,633,1005.3643,2,6,6,1,0
54,1,1,254,tagen,2,2,1,1,588,406,NA,1,NA,7,2,0
55,1,1,255,zerten,2,2,1,1,507,588,NA,2,NA,7,2,0
56,1,1,256,bopjes,2,2,1,1,555,507,NA,2,NA,7,2,0
57,1,1,257,ticket,1,1,1,1,491,555,11.7312,2,5,5,1,0
58,1,1,258,gesleept,1,1,1,1,398,491,3.979,1,5,5,1,0
59,1,1,259,zong,1,1,1,1,436,398,10.4735,1,5,5,1,0
60,1,1,260,gezijd,2,2,1,1,600,436,NA,1,NA,7,2,1
61,1,1,261,raasden,1,2,0,1,518,600,0.1143,2,NA,NA,2,0
62,1,1,262,incluis,1,1,1,0,487,518,0.526,1,3,3,1,1
63,1,1,263,spijze,1,2,0,1,682,487,0.0915,1,1,1,2,0
64,1,1,264,ontzag,1,1,1,0,548,682,1.555,1,4,4,1,0
65,1,1,265,fossen,2,2,1,1,468,548,NA,1,NA,7,2,0
66,1,1,266,starken,2,2,1,1,584,468,NA,2,NA,7,2,0
67,1,1,267,bedierf,1,1,1,1,567,584,0.2058,2,2,2,1,0
68,1,1,268,club,1,1,1,1,453,567,52.3446,1,6,6,1,0
69,1,1,269,digant,2,2,1,1,505,453,NA,1,NA,7,2,1
70,1,1,270,proei,2,1,0,1,411,505,NA,2,NA,7,1,0
71,1,1,271,nieuwjaar,1,1,1,0,481,411,7.9352,2,5,5,1,0
72,1,1,272,mondhoek,1,1,1,1,467,481,0.0915,1,1,1,1,0
73,1,1,273,weerkaatst,1,1,1,1,550,467,0.2515,1,2,2,1,0
74,1,1,274,katsen,2,2,1,1,599,550,NA,1,NA,7,2,0
75,1,1,275,vuurwerk,1,1,1,1,501,599,7.1805,2,5,5,1,0
76,1,1,276,veentuig,2,2,1,1,486,501,NA,1,NA,7,2,0
77,1,1,277,radgort,2,2,1,1,521,486,NA,2,NA,7,2,0
78,1,1,278,tim,2,2,1,1,794,521,NA,2,NA,7,2,0
79,1,1,279,akhums,2,2,1,1,480,794,NA,2,NA,7,2,0
80,1,1,280,bonge,2,2,1,1,466,480,NA,2,NA,7,2,0
81,1,1,281,sapel,2,2,1,1,454,466,NA,2,NA,7,2,0
82,1,1,282,rus,1,1,1,1,890,454,4.7337,2,5,5,1,0
83,1,1,283,fraaiend,2,2,1,1,715,890,NA,1,NA,7,2,0
84,1,1,284,snoek,1,1,1,1,661,715,0.3659,2,2,2,1,0
85,1,1,285,lychee,1,1,1,1,656,661,0.0686,1,1,1,1,0
86,1,1,286,kessen,2,2,1,1,476,656,NA,1,NA,7,2,0
87,1,1,287,aarst,2,2,1,1,573,476,NA,2,NA,7,2,0
88,1,1,288,stadsdeel,1,1,1,1,476,573,0.343,2,2,2,1,0
89,1,1,289,opke,2,2,1,1,527,476,NA,1,NA,7,2,0
90,1,1,290,plank,1,1,1,1,415,527,11.2053,2,5,5,1,0
91,1,1,291,set,1,1,1,1,596,415,14.2467,1,6,6,1,0
92,1,1,292,machtsstrijd,1,1,1,1,787,596,0.3888,1,2,2,1,0
93,1,1,293,daleeft,2,2,1,1,585,787,NA,1,NA,7,2,0
94,1,1,294,gebrom,1,1,1,1,615,585,0.2287,2,2,2,1,0
95,1,1,295,kruintje,1,1,1,1,949,615,0.0229,1,1,1,1,0
96,1,1,296,vervaagd,1,1,1,1,677,949,0.7318,1,3,3,1,0
97,1,1,297,brube,2,2,1,1,480,677,NA,1,NA,7,2,0
98,1,1,298,blokkers,1,1,1,1,641,480,0.1829,2,2,2,1,0
99,1,1,299,struisjes,2,2,1,1,1054,641,NA,1,NA,7,2,0
100,1,1,300,strakke,1,1,1,1,458,1054,4.5736,2,5,5,1,0
101,1,1,301,veel,1,1,1,1,412,458,1155.7893,1,6,6,1,0
102,1,1,302,scheun,2,2,1,1,642,412,NA,1,NA,7,2,0
103,1,1,303,vrokken,2,2,1,1,462,642,NA,2,NA,7,2,0
104,1,1,304,dijkes,2,2,1,1,385,462,NA,2,NA,7,2,0
105,1,1,305,krediet,1,1,1,1,439,385,7.615,2,5,5,1,0
106,1,1,306,boggy's,2,2,1,1,748,439,NA,1,NA,7,2,1
107,1,1,307,zagers,1,2,0,1,484,748,0,2,1,1,2,1
108,1,1,308,jaja,1,2,0,0,487,484,1.8294,1,4,4,2,0
109,1,1,309,yes,1,1,1,0,793,487,1.8752,1,4,4,1,1
110,1,1,310,kieltjes,1,2,0,1,639,793,0,1,1,1,2,0
111,1,1,311,kuisen,1,1,1,0,700,639,0.686,1,3,3,1,0
112,1,1,312,moelden,2,2,1,1,613,700,NA,1,NA,7,2,0
113,1,1,313,lezel,2,2,1,1,706,613,NA,2,NA,7,2,0
114,1,1,314,leergrecht,2,2,1,1,940,706,NA,2,NA,7,2,1
115,1,1,315,berden,1,2,0,1,524,940,0,2,1,1,2,0
116,1,1,316,ontnaak,2,2,1,0,380,524,NA,1,NA,7,2,0
117,1,1,317,zaampjes,2,2,1,1,499,380,NA,2,NA,7,2,0
118,1,1,318,poetvas,2,2,1,1,805,499,NA,2,NA,7,2,0
119,1,1,319,uurbert,2,2,1,1,442,805,NA,2,NA,7,2,0
120,1,1,320,schraam,2,2,1,1,558,442,NA,2,NA,7,2,0
121,1,1,321,fredde,2,2,1,1,382,558,NA,2,NA,7,2,0
122,1,1,322,oondijl,2,2,1,1,421,382,NA,2,NA,7,2,0
123,1,1,323,lerken,2,2,1,1,457,421,NA,2,NA,7,2,0
124,1,1,324,zijwand,1,1,1,1,749,457,0.0229,2,1,1,1,0
125,1,1,325,prokje,2,2,1,1,485,749,NA,1,NA,7,2,0
126,1,1,326,strengen,1,1,1,1,584,485,0.2058,2,2,2,1,0
127,1,1,327,truitjes,1,1,1,1,517,584,0.2058,1,2,2,1,0
128,1,1,328,cetven,2,2,1,1,503,517,NA,1,NA,7,2,0
129,1,1,329,rijds,2,2,1,1,489,503,NA,2,NA,7,2,0
130,1,1,330,scheurde,1,1,1,1,700,489,1.9895,2,4,4,1,0
131,1,1,331,dringen,1,1,1,1,437,700,6.8832,1,5,5,1,0
132,1,1,332,fictief,1,1,1,1,618,437,0.869,1,3,3,1,0
133,1,1,333,boezier,2,2,1,1,679,618,NA,1,NA,7,2,0
134,1,1,334,noordpool,1,1,1,1,642,679,5.191,2,5,5,1,0
135,1,1,335,wurken,2,2,1,1,462,642,NA,1,NA,7,2,0
136,1,1,336,erleer,2,2,1,1,481,462,NA,2,NA,7,2,1
137,1,1,337,zege,1,2,0,1,452,481,4.6651,2,5,5,2,0
138,1,1,338,poem,2,2,1,0,775,452,NA,1,NA,7,2,0
139,1,1,339,kwader,1,1,1,1,766,775,1.1205,2,3,3,1,0
140,1,1,340,larst,2,2,1,1,581,766,NA,1,NA,7,2,0
141,1,1,341,plakzaan,2,2,1,1,548,581,NA,2,NA,7,2,0
142,1,1,342,stasjes,2,2,1,1,403,548,NA,2,NA,7,2,0
143,1,1,343,duwtjes,1,1,1,1,537,403,0,2,1,1,1,0
144,1,1,344,nopaal,2,2,1,1,538,537,NA,1,NA,7,2,0
145,1,1,345,zalmpjes,1,1,1,1,747,538,0,2,1,1,1,0
146,1,1,346,knaapjes,1,1,1,1,578,747,0.0686,1,1,1,1,0
147,1,1,347,mijters,1,1,1,1,529,578,0,1,1,1,1,0
148,1,1,348,vervoed,2,2,1,1,610,529,NA,1,NA,7,2,0
149,1,1,349,matje,1,1,1,1,623,610,0.7775,2,3,3,1,0
150,1,1,350,verdwaald,1,1,1,1,476,623,21.4044,1,6,6,1,0
151,1,1,351,raampje,1,1,1,1,543,476,2.2411,1,4,4,1,0
152,1,1,352,flauwe,1,1,1,1,591,543,2.5841,1,4,4,1,0
153,1,1,353,doffe,1,1,1,1,364,591,0.5031,1,3,3,1,0
154,1,1,354,kleine,1,1,1,1,644,364,268.6749,1,6,6,1,1
155,1,1,355,kleeg,2,1,0,1,416,644,NA,1,NA,7,1,0
156,1,1,356,gegijns,2,2,1,0,566,416,NA,2,NA,7,2,0
157,1,1,357,fluitje,1,1,1,1,580,566,3.7503,2,5,5,1,0
158,1,1,358,blosde,2,2,1,1,1091,580,NA,1,NA,7,2,0
159,1,1,359,vandaar,1,1,1,1,493,1091,16.6021,2,6,6,1,0
160,1,1,360,sfeeltjes,2,2,1,1,495,493,NA,1,NA,7,2,0
161,1,1,361,succes,1,1,1,1,400,495,103.6373,2,6,6,1,0
162,1,1,362,vermoord,1,1,1,1,518,400,334.7403,1,6,6,1,0
163,1,1,363,klokje,1,1,1,1,584,518,0.8004,1,3,3,1,0
164,1,1,364,gekreun,1,1,1,1,535,584,0.6632,1,3,3,1,1
165,1,1,365,knipsels,1,2,0,1,439,535,0.8004,1,3,3,2,0
166,1,1,366,micro,1,1,1,0,507,439,0.9147,1,3,3,1,0
167,1,1,367,zwakke,1,1,1,1,429,507,14.6583,1,6,6,1,0
168,1,1,368,blafte,1,1,1,1,434,429,0.6632,1,3,3,1,0
169,1,1,369,nechts,2,2,1,1,550,434,NA,1,NA,7,2,0
170,1,1,370,proot,2,2,1,1,438,550,NA,2,NA,7,2,0
171,1,1,371,plastics,1,1,1,1,667,438,0.1829,2,2,2,1,0
172,1,1,372,visats,2,2,1,1,437,667,NA,1,NA,7,2,0
173,1,1,373,meerdig,2,2,1,1,634,437,NA,2,NA,7,2,0
174,1,1,374,trachten,1,1,1,1,551,634,1.3035,2,3,3,1,0
175,1,1,375,troek,2,2,1,1,519,551,NA,1,NA,7,2,0
176,1,1,376,kechtte,2,2,1,1,664,519,NA,2,NA,7,2,0
177,1,1,377,scherf,1,1,1,1,467,664,0.869,2,3,3,1,1
178,1,1,378,noorntje,2,1,0,1,519,467,NA,1,NA,7,1,0
179,1,1,379,vlakuw,2,2,1,0,584,519,NA,2,NA,7,2,0
180,1,1,380,bekijk,1,1,1,1,662,584,33.5015,2,6,6,1,0
181,1,1,381,grootma's,1,1,1,1,1425,662,0,1,1,1,1,0
182,1,1,382,stoogjes,2,2,1,1,990,1425,NA,1,NA,7,2,0
183,1,1,383,juf,1,1,1,1,971,990,4.7108,2,5,5,1,1
184,1,1,384,stroken,1,2,0,1,427,971,0.1372,1,2,2,2,0
185,1,1,385,wartaal,1,1,1,0,783,427,1.5093,1,4,4,1,0
186,1,1,386,ewen,2,2,1,1,501,783,NA,1,NA,7,2,1
187,1,1,387,behoor,1,2,0,1,599,501,2.5841,2,4,4,2,0
188,1,1,388,tunnel,1,1,1,0,421,599,24.4915,1,6,6,1,0
189,1,1,389,partgers,2,2,1,1,443,421,NA,1,NA,7,2,0
190,1,1,390,mollig,1,1,1,1,670,443,1.2806,2,3,3,1,0
191,1,1,391,charmes,1,1,1,1,474,670,2.1267,1,4,4,1,1
192,1,1,392,scherte,2,1,0,1,444,474,NA,1,NA,7,1,0
193,1,1,393,omeel,2,2,1,0,497,444,NA,2,NA,7,2,0
194,1,1,394,walge,2,2,1,1,546,497,NA,2,NA,7,2,0
195,1,1,395,saatte,2,2,1,1,482,546,NA,2,NA,7,2,0
196,1,1,396,gepraard,2,2,1,1,757,482,NA,2,NA,7,2,0
197,1,1,397,norf,2,2,1,1,556,757,NA,2,NA,7,2,0
198,1,1,398,strietche,2,2,1,1,539,556,NA,2,NA,7,2,0
199,1,1,399,software,1,1,1,1,540,539,4.8023,2,5,5,1,0
200,1,1,400,jaloers,1,1,1,1,652,540,42.9002,1,6,6,1,0
201,1,1,401,bijtend,1,1,1,1,523,652,0.4116,1,2,2,1,0
202,1,1,402,lennen,2,2,1,1,764,523,NA,1,NA,7,2,1
203,1,1,403,helf,2,1,0,1,579,764,NA,2,NA,7,1,0
204,1,1,404,twijlen,2,2,1,0,625,579,NA,2,NA,7,2,0
205,1,1,405,gevraagd,1,1,1,1,558,625,114.0879,2,6,6,1,0
206,1,1,406,tendt,2,2,1,1,430,558,NA,1,NA,7,2,0
207,1,1,407,kil,1,1,1,1,515,430,2.4011,2,4,4,1,0
208,1,1,408,dindje,2,2,1,1,515,515,NA,1,NA,7,2,0
209,1,1,409,keiper,2,2,1,1,501,515,NA,2,NA,7,2,1
210,1,1,410,stoopje,1,2,0,1,487,501,0,2,1,1,2,0
211,1,1,411,mes,1,1,1,0,682,487,46.2389,1,6,6,1,0
212,1,1,412,veroond,2,2,1,1,580,682,NA,1,NA,7,2,0
213,1,1,413,hoorntjes,1,1,1,1,546,580,0.3888,2,2,2,1,0
214,1,1,414,onwil,1,1,1,1,594,546,0,1,1,1,1,0
215,1,1,415,breedte,1,1,1,1,608,594,1.0062,1,3,3,1,0
216,1,1,416,voerde,1,1,1,1,541,608,4.9623,1,5,5,1,0
217,1,1,417,nijkje,2,2,1,1,445,541,NA,1,NA,7,2,0
218,1,1,418,verstomd,1,1,1,1,546,445,0.3888,2,2,2,1,0
219,1,1,419,staatshoofd,1,1,1,1,577,546,0.6174,1,3,3,1,0
220,1,1,420,mins,2,2,1,1,447,577,NA,1,NA,7,2,0
221,1,1,421,kruiden,1,1,1,1,452,447,5.6712,2,5,5,1,1
222,1,1,422,doekt,2,1,0,1,1096,452,NA,1,NA,7,1,0
223,1,1,423,neitig,2,2,1,0,945,1096,NA,2,NA,7,2,0
224,1,1,424,limben,2,2,1,1,529,945,NA,2,NA,7,2,0
225,1,1,425,bemoei,1,1,1,1,498,529,19.6435,2,6,6,1,0
226,1,1,426,bouwplan,1,1,1,1,579,498,0.1143,1,NA,NA,1,0
227,1,1,427,ontgaat,1,1,1,1,914,579,1.6922,1,4,4,1,0
228,1,1,428,toesleen,2,2,1,1,563,914,NA,1,NA,7,2,0
229,1,1,429,beson,2,2,1,1,483,563,NA,2,NA,7,2,0
230,1,1,430,profeet,1,1,1,1,517,483,7.798,2,5,5,1,0
231,1,1,431,stankers,2,2,1,1,982,517,NA,1,NA,7,2,0
232,1,1,432,daarmee,1,1,1,1,469,982,125.1789,2,6,6,1,0
233,1,1,433,leurtjes,2,2,1,1,663,469,NA,1,NA,7,2,0
234,1,1,434,brakjes,2,2,1,1,1139,663,NA,2,NA,7,2,0
235,1,1,435,uislang,2,2,1,1,604,1139,NA,2,NA,7,2,0
236,1,1,436,waarna,1,1,1,1,490,604,3.2701,2,4,4,1,0
237,1,1,437,schooltje,1,1,1,1,507,490,0.2973,1,2,2,1,0
238,1,1,438,troewer,2,2,1,1,540,507,NA,1,NA,7,2,1
239,1,1,439,proza,1,2,0,1,444,540,0.3888,2,2,2,2,0
240,1,1,440,weerloos,1,1,1,0,528,444,1.9666,1,4,4,1,0
241,1,1,441,bowrot,2,2,1,1,656,528,NA,1,NA,7,2,0
242,1,1,442,gepard,2,2,1,1,523,656,NA,2,NA,7,2,0
243,1,1,443,beesten,1,1,1,1,476,523,19.735,2,6,6,1,0
244,1,1,444,belocht,2,2,1,1,543,476,NA,1,NA,7,2,0
245,1,1,445,boof,2,2,1,1,622,543,NA,2,NA,7,2,0
246,1,1,446,treppel,2,2,1,1,748,622,NA,2,NA,7,2,0
247,1,1,447,klang,2,2,1,1,484,748,NA,2,NA,7,2,0
248,1,1,448,troon,1,1,1,1,613,484,12.0971,2,5,5,1,0
249,1,1,449,uisbal,2,2,1,1,451,613,NA,1,NA,7,2,0
250,1,1,450,nalden,2,2,1,1,679,451,NA,2,NA,7,2,0
251,1,1,451,deu,2,2,1,1,594,679,NA,2,NA,7,2,1
252,1,1,452,teelbank,2,1,0,1,575,594,NA,2,NA,7,1,1
253,1,1,453,taartje,1,2,0,0,606,575,0.3888,2,2,2,2,0
254,1,1,454,lak,1,1,1,0,556,606,2.5841,1,4,4,1,0
255,1,1,455,seriet,2,2,1,1,604,556,NA,1,NA,7,2,0
256,1,1,456,dunner,1,1,1,1,553,604,1.4407,2,4,4,1,0
257,1,1,457,sufferd,1,1,1,1,537,553,6.1286,1,5,5,1,0
258,1,1,458,looswacht,2,2,1,1,538,537,NA,1,NA,7,2,0
259,1,1,459,jit,2,2,1,1,618,538,NA,2,NA,7,2,0
260,1,1,460,stuipen,1,1,1,1,647,618,3.0872,2,4,4,1,0
261,1,1,461,bachten,2,2,1,1,644,647,NA,1,NA,7,2,0
262,1,1,462,domme,1,1,1,1,624,644,37.1146,2,6,6,1,0
263,1,1,463,monarch,1,1,1,1,652,624,0.5946,1,3,3,1,0
264,1,1,464,radars,1,1,1,1,744,652,0.2973,1,2,2,1,0
265,1,1,465,liefde,1,1,1,1,464,744,208.8982,1,6,6,1,0
266,1,1,466,gekleed,1,1,1,1,451,464,15.1843,1,6,6,1,0
267,1,1,467,truis,2,2,1,1,662,451,NA,1,NA,7,2,1
268,1,1,468,bouviers,1,2,0,1,578,662,0,2,1,1,2,0
269,1,1,469,schouwen,1,1,1,0,721,578,0.1143,1,NA,NA,1,0
270,1,1,470,barbaars,1,1,1,1,569,721,1.738,1,4,4,1,0
271,1,1,471,beiker,2,2,1,1,601,569,NA,1,NA,7,2,0
272,1,1,472,taxi,1,1,1,1,535,601,50.8353,2,6,6,1,0
273,1,1,473,kilken,2,2,1,1,744,535,NA,1,NA,7,2,0
274,1,1,474,muitje,2,2,1,1,975,744,NA,2,NA,7,2,0
275,1,1,475,krienel,2,2,1,1,574,975,NA,2,NA,7,2,0
276,1,1,476,geschil,1,1,1,1,637,574,1.1663,2,3,3,1,0
277,1,1,477,kompen,2,2,1,1,1256,637,NA,1,NA,7,2,0
278,1,1,478,koopje,1,1,1,1,491,1256,3.3844,2,4,4,1,0
279,1,1,479,snapa,2,2,1,1,446,491,NA,1,NA,7,2,0
280,1,1,480,pitsje,2,2,1,1,498,446,NA,2,NA,7,2,0
281,1,1,481,harmstoer,2,2,1,1,643,498,NA,2,NA,7,2,0
282,1,1,482,genre,1,1,1,1,655,643,1.3035,2,3,3,1,0
283,1,1,483,blaamschap,2,2,1,1,635,655,NA,1,NA,7,2,0
284,1,1,484,bezweet,1,1,1,1,599,635,0.9147,2,3,3,1,0
285,1,1,485,vloetkolf,2,2,1,1,517,599,NA,1,NA,7,2,0
286,1,1,486,heuwel,2,2,1,1,631,517,NA,2,NA,7,2,0
287,1,1,487,govefs,2,2,1,1,580,631,NA,2,NA,7,2,0
288,1,1,488,voot,2,2,1,1,482,580,NA,2,NA,7,2,0
289,1,1,489,speurend,1,1,1,1,516,482,0.0686,2,1,1,1,0
290,1,1,490,kols,2,2,1,1,502,516,NA,1,NA,7,2,0
291,1,1,491,monsieur,1,1,1,1,600,502,13.4692,2,5,5,1,0
292,1,1,492,mus,1,1,1,1,629,600,1.212,1,3,3,1,1
293,1,1,493,vlas,1,2,0,1,1346,629,0.1601,1,2,2,2,0
294,1,1,494,plannen,1,1,1,0,930,1346,63.7328,1,6,6,1,0
295,1,1,495,rade,1,1,1,1,578,930,2.95,1,4,4,1,0
296,1,1,496,geziel,2,2,1,1,609,578,NA,1,NA,7,2,0
297,1,1,497,aalde,2,2,1,1,558,609,NA,2,NA,7,2,0
298,1,1,498,ruilte,2,2,1,1,670,558,NA,2,NA,7,2,1
299,1,1,499,repen,1,2,0,1,600,670,1.6236,2,4,4,2,0
300,1,1,500,schatten,1,1,1,0,518,600,9.353,1,5,5,1,0
301,1,1,501,deses,2,2,1,1,528,518,NA,1,NA,7,2,1
302,1,1,502,fiches,1,2,0,1,465,528,3.11,2,4,4,2,0
303,1,1,503,wereld,1,1,1,0,533,465,394.0139,1,6,6,1,0
304,1,1,504,sluik,1,1,1,1,645,533,0.0229,1,1,1,1,0
305,1,1,505,barkje,2,2,1,1,561,645,NA,1,NA,7,2,0
306,1,1,506,kegslom,2,2,1,1,560,561,NA,2,NA,7,2,0
307,1,1,507,diekje,2,2,1,1,559,560,NA,2,NA,7,2,0
308,1,1,508,vergif,1,1,1,1,525,559,10.3134,2,5,5,1,1
309,1,1,509,koket,1,2,0,1,702,525,0.1372,1,2,2,2,0
310,1,1,510,dijf,2,2,1,0,584,702,NA,1,NA,7,2,0
311,1,1,511,silo,1,1,1,1,775,584,1.2806,2,3,3,1,0
312,1,1,512,timbre,1,1,1,1,557,775,0.2058,1,2,2,1,0
313,1,1,513,geteid,2,2,1,1,620,557,NA,1,NA,7,2,0
314,1,1,514,listes,2,2,1,1,954,620,NA,2,NA,7,2,0
315,1,1,515,gedoept,2,2,1,1,537,954,NA,2,NA,7,2,0
316,1,1,516,feiten,1,1,1,1,554,537,25.2919,2,6,6,1,0
317,1,1,517,grondlaag,1,1,1,1,650,554,0.0686,1,1,1,1,0
318,1,1,518,stieler,2,2,1,1,838,650,NA,1,NA,7,2,0
319,1,1,519,sloke,2,2,1,1,506,838,NA,2,NA,7,2,0
320,1,1,520,melers,2,2,1,1,716,506,NA,2,NA,7,2,0
321,1,1,521,onze,1,1,1,1,518,716,1062.008,2,6,6,1,0
322,1,1,522,griemel,2,2,1,1,727,518,NA,1,NA,7,2,0
323,1,1,523,rarmsloed,2,2,1,1,527,727,NA,2,NA,7,2,0
324,1,1,524,zoedien,2,2,1,1,560,527,NA,2,NA,7,2,0
325,1,1,525,gespeld,1,1,1,1,751,560,2.081,2,4,4,1,0
326,1,1,526,pitje,1,1,1,1,534,751,0.6174,1,3,3,1,0
327,1,1,527,adooi,2,2,1,1,551,534,NA,1,NA,7,2,0
328,1,1,528,vlaartjes,2,2,1,1,839,551,NA,2,NA,7,2,0
329,1,1,529,hardje,2,2,1,1,1148,839,NA,2,NA,7,2,0
330,1,1,530,slordig,1,1,1,1,467,1148,5.4426,2,5,5,1,0
331,1,1,531,genucht,2,2,1,1,503,467,NA,1,NA,7,2,0
332,1,1,532,beglank,2,2,1,1,505,503,NA,2,NA,7,2,0
333,1,1,533,raadsels,1,1,1,1,602,505,2.4926,2,4,4,1,0
334,1,1,534,gekeurd,1,1,1,1,472,602,0.6174,1,3,3,1,1
335,1,1,535,zwol,1,2,0,1,716,472,0.2515,1,2,2,2,0
336,1,1,536,golf,1,1,1,0,469,716,17.5397,1,6,6,1,0
337,1,1,537,gemeld,1,1,1,1,568,469,9.8332,1,5,5,1,0
338,1,1,538,anda,2,2,1,1,503,568,NA,1,NA,7,2,0
339,1,1,539,kut,1,1,1,1,681,503,20.0323,2,6,6,1,0
340,1,1,540,biedt,1,1,1,1,580,681,18.1571,1,6,6,1,1
341,1,1,541,snapje,2,1,0,1,498,580,NA,1,NA,7,1,1
342,1,1,542,stempen,2,1,0,0,724,498,NA,2,NA,7,1,0
343,1,1,543,joestvriend,2,2,1,0,557,724,NA,2,NA,7,2,0
344,1,1,544,treffen,1,1,1,1,525,557,13.0804,2,5,5,1,0
345,1,1,545,inhoud,1,1,1,1,716,525,7.7065,1,5,5,1,0
346,1,1,546,rijwiel,1,1,1,1,566,716,0.0229,1,1,1,1,1
347,1,1,547,gewag,1,2,0,1,533,566,0.1143,1,NA,NA,2,0
348,1,1,548,hoekje,1,1,1,0,469,533,3.1558,1,4,4,1,0
349,1,1,549,wrijfelf,2,2,1,1,745,469,NA,1,NA,7,2,0
350,1,1,550,scanner,1,1,1,1,545,745,3.4073,2,4,4,1,0
351,1,1,551,schronen,2,2,1,1,529,545,NA,1,NA,7,2,1
352,1,1,552,imams,1,2,0,1,513,529,0.0229,2,1,1,2,0
353,1,1,553,volgt,1,1,1,0,706,513,39.7444,1,6,6,1,0
354,1,1,554,kums,2,2,1,1,588,706,NA,1,NA,7,2,1
355,1,1,555,zamen,1,2,0,1,715,588,0.0457,2,1,1,2,0
356,1,1,556,vroot,2,2,1,0,579,715,NA,1,NA,7,2,0
357,1,1,557,tellers,1,1,1,1,530,579,0.3202,2,2,2,1,0
358,1,1,558,teugjes,1,1,1,1,803,530,0.0229,1,1,1,1,0
359,1,1,559,fluraal,2,2,1,1,552,803,NA,1,NA,7,2,0
