,participant,block,order,spelling,wnw,resp,accuracy,prev.acc,rt,prev.rt,freq,prev.wnw,fg,wfnw,resp.1,ve
8616,1,18,8816,smurrie,1,1,1,0,589,991,0.869,1,3,3,1,0
8617,1,18,8817,stroontje,2,2,1,1,619,589,NA,1,NA,7,2,0
8618,1,18,8818,gebeept,2,2,1,1,472,619,NA,2,NA,7,2,0
8619,1,18,8819,zop,2,2,1,1,475,472,NA,2,NA,7,2,0
8620,1,18,8820,canvas,1,1,1,1,606,475,0.9376,2,3,3,1,1
8621,1,18,8821,gedoeld,1,2,0,1,523,606,0,1,1,1,2,0
8622,1,18,8822,klapop,2,2,1,0,684,523,NA,1,NA,7,2,0
8623,1,18,8823,schillen,1,1,1,1,519,684,1.8523,2,4,4,1,1
8624,1,18,8824,airs,1,2,0,1,631,519,0.1372,1,2,2,2,0
8625,1,18,8825,zillen,2,2,1,0,580,631,NA,1,NA,7,2,0
8626,1,18,8826,ligging,1,1,1,1,499,580,0.6632,2,3,3,1,0
8627,1,18,8827,volgend,1,1,1,1,661,499,21.816,1,6,6,1,0
8628,1,18,8828,zokte,2,2,1,1,559,661,NA,1,NA,7,2,0
8629,1,18,8829,valsen,2,2,1,1,895,559,NA,2,NA,7,2,0
8630,1,18,8830,haars,2,2,1,1,417,895,NA,2,NA,7,2,1
8631,1,18,8831,dezer,1,2,0,1,438,417,2.6755,2,4,4,2,0
8632,1,18,8832,rekker,1,1,1,0,394,438,0,1,1,1,1,0
8633,1,18,8833,vitaal,1,1,1,1,497,394,1.0748,1,3,3,1,0
8634,1,18,8834,pross,2,2,1,1,531,497,NA,1,NA,7,2,0
8635,1,18,8835,bamp,2,2,1,1,500,531,NA,2,NA,7,2,0
8636,1,18,8836,geraakt,1,1,1,1,501,500,83.5593,2,6,6,1,0
8637,1,18,8837,travaar,2,2,1,1,583,501,NA,1,NA,7,2,0
8638,1,18,8838,waagde,1,1,1,1,598,583,1.2577,2,3,3,1,0
8639,1,18,8839,slaan,1,1,1,1,500,598,94.513,1,6,6,1,1
8640,1,18,8840,nissen,1,2,0,1,517,500,0.2058,1,2,2,2,0
8641,1,18,8841,beeds,2,2,1,0,839,517,NA,1,NA,7,2,0
8642,1,18,8842,reites,2,2,1,1,588,839,NA,2,NA,7,2,0
8643,1,18,8843,briljant,1,1,1,1,537,588,21.1985,2,6,6,1,0
8644,1,18,8844,hermonds,2,2,1,1,874,537,NA,1,NA,7,2,0
8645,1,18,8845,christus,1,1,1,1,557,874,22.5249,2,6,6,1,0
8646,1,18,8846,prootste,2,2,1,1,861,557,NA,1,NA,7,2,0
8647,1,18,8847,lokees,2,2,1,1,639,861,NA,2,NA,7,2,0
8648,1,18,8848,schreemd,2,2,1,1,588,639,NA,2,NA,7,2,1
8649,1,18,8849,steiltjes,2,1,0,1,875,588,NA,2,NA,7,1,0
8650,1,18,8850,pind,2,2,1,0,556,875,NA,2,NA,7,2,1
8651,1,18,8851,fiks,1,2,0,1,844,556,0.3659,2,2,2,2,1
8652,1,18,8852,caps,1,2,0,0,912,844,0.1143,1,NA,NA,2,1
8653,1,18,8853,oudooms,1,2,0,0,736,912,0,1,1,1,2,0
8654,1,18,8854,dalen,1,1,1,0,697,736,6.0143,1,5,5,1,0
8655,1,18,8855,soubor,2,2,1,1,483,697,NA,1,NA,7,2,0
8656,1,18,8856,toog,1,1,1,1,486,483,0.4802,2,NA,NA,1,0
8657,1,18,8857,salvo's,1,1,1,1,520,486,0.5717,1,3,3,1,0
8658,1,18,8858,naarstig,1,1,1,1,713,520,0.1601,1,2,2,1,0
8659,1,18,8859,slungel,1,1,1,1,611,713,0.2515,1,2,2,1,0
8660,1,18,8860,grikken,2,2,1,1,592,611,NA,1,NA,7,2,0
8661,1,18,8861,geplend,2,2,1,1,462,592,NA,2,NA,7,2,0
8662,1,18,8862,lijdt,1,1,1,1,641,462,14.4525,2,6,6,1,0
8663,1,18,8863,gissen,1,1,1,1,573,641,1.4178,1,4,4,1,1
8664,1,18,8864,mudden,1,2,0,1,635,573,0,1,1,1,2,0
8665,1,18,8865,denkend,1,1,1,0,536,635,2.1953,1,4,4,1,0
8666,1,18,8866,mengsels,1,1,1,1,473,536,0.0457,1,1,1,1,0
8667,1,18,8867,pastoor,1,1,1,1,459,473,11.8684,1,5,5,1,0
8668,1,18,8868,gevaars,1,1,1,1,430,459,0.0457,1,1,1,1,1
8669,1,18,8869,mirre,1,2,0,1,643,430,0.4802,1,NA,NA,2,0
8670,1,18,8870,sjaal,1,1,1,0,527,643,5.3054,1,5,5,1,0
8671,1,18,8871,fofel,2,2,1,1,528,527,NA,1,NA,7,2,0
8672,1,18,8872,keel,1,1,1,1,624,528,27.2814,2,6,6,1,0
8673,1,18,8873,noopsjes,2,2,1,1,525,624,NA,1,NA,7,2,0
8674,1,18,8874,haantje,1,1,1,1,493,525,0.686,2,3,3,1,0
8675,1,18,8875,hangars,1,1,1,1,656,493,0.1829,1,2,2,1,0
8676,1,18,8876,prikte,1,1,1,1,555,656,0.6632,1,3,3,1,0
8677,1,18,8877,waat,2,2,1,1,587,555,NA,1,NA,7,2,0
8678,1,18,8878,machttijk,2,2,1,1,842,587,NA,2,NA,7,2,1
8679,1,18,8879,gedrenkt,1,2,0,1,509,842,0.7318,2,3,3,2,0
8680,1,18,8880,burchten,1,1,1,0,542,509,0.1601,1,2,2,1,0
8681,1,18,8881,duurder,1,1,1,1,430,542,3.0186,1,4,4,1,0
8682,1,18,8882,laalden,2,2,1,1,643,430,NA,1,NA,7,2,0
8683,1,18,8883,gurkjes,2,2,1,1,574,643,NA,2,NA,7,2,0
8684,1,18,8884,verboord,2,2,1,1,1021,574,NA,2,NA,7,2,0
8685,1,18,8885,bordje,1,1,1,1,538,1021,4.3678,2,5,5,1,0
8686,1,18,8886,vervult,1,1,1,1,667,538,1.8294,1,4,4,1,0
8687,1,18,8887,kekken,2,2,1,1,645,667,NA,1,NA,7,2,0
8688,1,18,8888,burken,2,2,1,1,594,645,NA,2,NA,7,2,0
8689,1,18,8889,gehucht,1,1,1,1,592,594,0.8918,2,3,3,1,0
8690,1,18,8890,loop,1,1,1,1,589,592,118.2042,1,6,6,1,0
8691,1,18,8891,prinsjes,1,1,1,1,556,589,0.0457,1,1,1,1,0
8692,1,18,8892,lijltje,2,2,1,1,556,556,NA,1,NA,7,2,0
8693,1,18,8893,drif,2,2,1,1,380,556,NA,2,NA,7,2,0
8694,1,18,8894,bevroor,1,1,1,1,642,380,0.8918,2,3,3,1,0
8695,1,18,8895,hierom,1,1,1,1,574,642,4.1848,1,5,5,1,0
8696,1,18,8896,planken,1,1,1,1,381,574,4.0248,1,5,5,1,0
8697,1,18,8897,lichtgroen,1,1,1,1,804,381,0.1372,1,2,2,1,0
8698,1,18,8898,hodjes,2,2,1,1,1161,804,NA,1,NA,7,2,0
8699,1,18,8899,pletjes,2,2,1,1,704,1161,NA,2,NA,7,2,0
8700,1,18,8900,waarden,1,1,1,1,426,704,6.2201,2,5,5,1,0
8701,1,18,8901,beroeps,1,1,1,1,823,426,4.6651,1,5,5,1,0
8702,1,18,8902,beveisd,2,2,1,1,795,823,NA,1,NA,7,2,0
8703,1,18,8903,schraasten,2,2,1,1,673,795,NA,2,NA,7,2,1
8704,1,18,8904,houdend,1,2,0,1,780,673,0.7089,2,3,3,2,0
8705,1,18,8905,teu,2,2,1,0,531,780,NA,1,NA,7,2,0
8706,1,18,8906,geilheid,1,1,1,1,531,531,0.3888,2,2,2,1,0
8707,1,18,8907,ijd,2,2,1,1,676,531,NA,1,NA,7,2,0
8708,1,18,8908,tijnde,2,2,1,1,494,676,NA,2,NA,7,2,0
8709,1,18,8909,pluggen,1,1,1,1,896,494,0.2058,2,2,2,1,0
8710,1,18,8910,pilsjes,1,1,1,1,514,896,0.5488,1,3,3,1,0
8711,1,18,8911,hiekste,2,2,1,1,515,514,NA,1,NA,7,2,0
8712,1,18,8912,wreedheid,1,1,1,1,517,515,3.5674,2,4,4,1,0
8713,1,18,8913,lasster,2,2,1,1,709,517,NA,1,NA,7,2,0
8714,1,18,8914,zijvast,2,2,1,1,735,709,NA,2,NA,7,2,0
8715,1,18,8915,bassat,2,2,1,1,407,735,NA,2,NA,7,2,0
8716,1,18,8916,dug,2,2,1,1,557,407,NA,2,NA,7,2,0
8717,1,18,8917,ingang,1,1,1,1,459,557,16.3505,2,6,6,1,0
8718,1,18,8918,ziener,1,1,1,1,879,459,0.5488,1,3,3,1,0
8719,1,18,8919,clusters,1,1,1,1,514,879,0.0686,1,1,1,1,0
8720,1,18,8920,roeping,1,1,1,1,402,514,4.2992,1,5,5,1,0
8721,1,18,8921,proegde,2,2,1,1,520,402,NA,1,NA,7,2,0
8722,1,18,8922,vermaak,1,1,1,1,554,520,11.1824,2,5,5,1,0
8723,1,18,8923,berk,1,1,1,1,602,554,0.2287,1,2,2,1,0
8724,1,18,8924,steep,2,2,1,1,695,602,NA,1,NA,7,2,0
8725,1,18,8925,tijdig,1,1,1,1,817,695,0.9833,2,3,3,1,0
8726,1,18,8926,kob,2,2,1,1,535,817,NA,1,NA,7,2,1
8727,1,18,8927,duims,1,2,0,1,744,535,0,2,1,1,2,0
8728,1,18,8928,vlatje,2,2,1,0,639,744,NA,1,NA,7,2,1
8729,1,18,8929,draagt,1,2,0,1,380,639,53.9911,2,6,6,2,0
8730,1,18,8930,gruben,2,2,1,0,499,380,NA,1,NA,7,2,0
8731,1,18,8931,bookjes,2,2,1,1,580,499,NA,2,NA,7,2,0
8732,1,18,8932,ruikt,1,1,1,1,499,580,39.3099,2,6,6,1,0
8733,1,18,8933,geet,2,2,1,1,565,499,NA,1,NA,7,2,0
8734,1,18,8934,gromslag,2,2,1,1,532,565,NA,2,NA,7,2,0
8735,1,18,8935,boeddha,1,1,1,1,740,532,3.9104,2,5,5,1,0
8736,1,18,8936,boeren,1,1,1,1,444,740,15.2758,1,6,6,1,1
8737,1,18,8937,vrouwe,1,2,0,1,817,444,7.5693,1,5,5,2,0
8738,1,18,8938,helmsters,2,2,1,0,1285,817,NA,1,NA,7,2,0
8739,1,18,8939,jootswerk,2,2,1,1,567,1285,NA,2,NA,7,2,0
8740,1,18,8940,langs,1,1,1,1,503,567,170.2972,2,6,6,1,0
8741,1,18,8941,schoolkind,1,1,1,1,761,503,0.0915,1,1,1,1,0
8742,1,18,8942,schaakbord,1,1,1,1,576,761,0.526,1,3,3,1,0
8743,1,18,8943,bedaarn,2,2,1,1,575,576,NA,1,NA,7,2,0
8744,1,18,8944,bruo,2,2,1,1,541,575,NA,2,NA,7,2,0
8745,1,18,8945,zwijkend,2,2,1,1,638,541,NA,2,NA,7,2,0
8746,1,18,8946,brijzen,2,2,1,1,569,638,NA,2,NA,7,2,0
8747,1,18,8947,stuks,1,1,1,1,553,569,4.505,2,5,5,1,0
8748,1,18,8948,goom,2,2,1,1,921,553,NA,1,NA,7,2,0
8749,1,18,8949,diesjes,2,2,1,1,521,921,NA,2,NA,7,2,0
8750,1,18,8950,verhoept,2,2,1,1,507,521,NA,2,NA,7,2,0
8751,1,18,8951,parmicks,2,2,1,1,684,507,NA,2,NA,7,2,0
8752,1,18,8952,salon,1,1,1,1,439,684,5.0081,2,5,5,1,0
8753,1,18,8953,steunpunt,1,1,1,1,523,439,0.2744,1,2,2,1,0
8754,1,18,8954,blammer,2,2,1,1,588,523,NA,1,NA,7,2,0
8755,1,18,8955,huizert,2,2,1,1,539,588,NA,2,NA,7,2,0
8756,1,18,8956,zaden,1,1,1,1,492,539,2.2868,2,4,4,1,0
8757,1,18,8957,vergaafd,2,2,1,1,621,492,NA,1,NA,7,2,0
8758,1,18,8958,yoga,1,1,1,1,602,621,3.7275,2,NA,NA,1,0
8759,1,18,8959,briesend,1,1,1,1,697,602,0.0229,1,1,1,1,1
8760,1,18,8960,prijst,1,2,0,1,802,697,0.7546,1,3,3,2,0
8761,1,18,8961,viking,1,1,1,0,488,802,1.8523,1,4,4,1,0
8762,1,18,8962,tronder,2,2,1,1,651,488,NA,1,NA,7,2,0
8763,1,18,8963,scemp,2,2,1,1,487,651,NA,2,NA,7,2,0
8764,1,18,8964,reid,2,2,1,1,489,487,NA,2,NA,7,2,1
8765,1,18,8965,grave,1,2,0,1,636,489,0.1829,2,2,2,2,1
8766,1,18,8966,hoofse,1,2,0,0,408,636,0.0686,1,1,1,2,0
8767,1,18,8967,proeset,2,2,1,0,542,408,NA,1,NA,7,2,0
8768,1,18,8968,rolen,2,2,1,1,1101,542,NA,2,NA,7,2,0
8769,1,18,8969,donen,2,2,1,1,519,1101,NA,2,NA,7,2,0
8770,1,18,8970,schaben,2,2,1,1,520,519,NA,2,NA,7,2,0
8771,1,18,8971,tentans,2,2,1,1,458,520,NA,2,NA,7,2,0
8772,1,18,8972,bloekmorst,2,2,1,1,541,458,NA,2,NA,7,2,0
8773,1,18,8973,mawel,2,2,1,1,477,541,NA,2,NA,7,2,0
8774,1,18,8974,walging,1,1,1,1,528,477,1.1205,2,3,3,1,0
8775,1,18,8975,zolt,2,2,1,1,655,528,NA,1,NA,7,2,1
8776,1,18,8976,weegschaal,1,2,0,1,460,655,1.8294,2,4,4,2,0
8777,1,18,8977,frets,1,1,1,0,559,460,0,1,1,1,1,0
8778,1,18,8978,slozen,2,2,1,1,959,559,NA,1,NA,7,2,0
8779,1,18,8979,plasje,1,1,1,1,669,959,1.0062,2,3,3,1,0
8780,1,18,8980,dessies,2,2,1,1,569,669,NA,1,NA,7,2,1
8781,1,18,8981,sterns,1,2,0,1,1208,569,0.3202,2,2,2,2,0
8782,1,18,8982,woen,2,2,1,0,540,1208,NA,1,NA,7,2,0
8783,1,18,8983,broef,2,2,1,1,541,540,NA,2,NA,7,2,0
8784,1,18,8984,verscheeg,2,2,1,1,605,541,NA,2,NA,7,2,1
8785,1,18,8985,gesust,1,2,0,1,555,605,0.4116,2,2,2,2,0
8786,1,18,8986,broon,2,2,1,0,538,555,NA,1,NA,7,2,0
8787,1,18,8987,geroen,2,2,1,1,507,538,NA,2,NA,7,2,0
8788,1,18,8988,daardrengd,2,2,1,1,556,507,NA,2,NA,7,2,0
8789,1,18,8989,vaartuig,1,1,1,1,444,556,1.555,2,4,4,1,0
8790,1,18,8990,rempen,2,2,1,1,591,444,NA,1,NA,7,2,0
8791,1,18,8991,porpa's,2,2,1,1,493,591,NA,2,NA,7,2,0
8792,1,18,8992,daarop,1,1,1,1,464,493,22.0447,2,6,6,1,0
8793,1,18,8993,toontjes,1,1,1,1,803,464,0.0229,1,1,1,1,0
8794,1,18,8994,print,1,1,1,1,456,803,1.3721,1,4,4,1,0
8795,1,18,8995,popcorn,1,1,1,1,444,456,8.2553,1,5,5,1,0
8796,1,18,8996,paartjes,1,1,1,1,528,444,0.2058,1,2,2,1,0
8797,1,18,8997,krikken,1,1,1,1,816,528,0.6632,1,3,3,1,0
8798,1,18,8998,miertjes,1,1,1,1,565,816,0,1,1,1,1,0
8799,1,18,8999,slimheid,1,1,1,1,517,565,0.526,1,3,3,1,0
8800,1,18,9000,damp,1,1,1,1,486,517,0.4116,1,2,2,1,0
8801,1,18,9001,trate,2,2,1,1,613,486,NA,1,NA,7,2,1
8802,1,18,9002,jon,1,2,0,1,547,613,6.2201,2,5,5,2,0
8803,1,18,9003,zig,2,2,1,0,483,547,NA,1,NA,7,2,0
8804,1,18,9004,paakjes,2,2,1,1,710,483,NA,2,NA,7,2,0
8805,1,18,9005,genast,2,2,1,1,526,710,NA,2,NA,7,2,0
8806,1,18,9006,draner,2,2,1,1,447,526,NA,2,NA,7,2,0
8807,1,18,9007,stemming,1,1,1,1,612,447,17.3567,2,6,6,1,0
8808,1,18,9008,nochtans,1,1,1,1,464,612,2.2868,1,4,4,1,0
8809,1,18,9009,trib,2,2,1,1,532,464,NA,1,NA,7,2,0
8810,1,18,9010,coltrui,1,1,1,1,676,532,0.3202,2,2,2,1,0
8811,1,18,9011,leeftijd,1,1,1,1,495,676,44.9812,1,6,6,1,0
8812,1,18,9012,moenden,2,2,1,1,497,495,NA,1,NA,7,2,0
8813,1,18,9013,snoesden,2,2,1,1,755,497,NA,2,NA,7,2,0
8814,1,18,9014,moftjes,2,2,1,1,923,755,NA,2,NA,7,2,0
8815,1,18,9015,stiller,1,1,1,1,460,923,2.2182,2,4,4,1,0
8816,1,18,9016,omweg,1,1,1,1,478,460,3.2472,1,4,4,1,0
8817,1,18,9017,naampje,1,1,1,1,433,478,0.0915,1,1,1,1,0
8818,1,18,9018,scholve,2,2,1,1,518,433,NA,1,NA,7,2,0
8819,1,18,9019,gie,2,2,1,1,503,518,NA,2,NA,7,2,0
8820,1,18,9020,twijfels,1,1,1,1,440,503,8.6669,2,5,5,1,0
8821,1,18,9021,niem,2,2,1,1,461,440,NA,1,NA,7,2,0
8822,1,18,9022,vichten,2,2,1,1,576,461,NA,2,NA,7,2,1
8823,1,18,9023,koepels,1,2,0,1,511,576,0.2287,2,2,2,2,0
8824,1,18,9024,scheekjes,2,2,1,0,656,511,NA,1,NA,7,2,0
8825,1,18,9025,waanzin,1,1,1,1,475,656,17.9513,2,6,6,1,0
8826,1,18,9026,stuimer,2,2,1,1,846,475,NA,1,NA,7,2,0
8827,1,18,9027,zwaaien,1,1,1,1,481,846,7.3863,2,5,5,1,0
8828,1,18,9028,greppen,2,2,1,1,708,481,NA,1,NA,7,2,0
8829,1,18,9029,lastdicht,2,2,1,1,861,708,NA,2,NA,7,2,0
8830,1,18,9030,hardheid,1,1,1,1,513,861,0.3202,2,2,2,1,0
8831,1,18,9031,typist,1,1,1,1,609,513,0.1143,1,NA,NA,1,0
8832,1,18,9032,optee,2,2,1,1,799,609,NA,1,NA,7,2,0
8833,1,18,9033,eisen,1,1,1,1,517,799,21.1071,2,6,6,1,0
8834,1,18,9034,klommen,1,1,1,1,437,517,0.6403,1,3,3,1,1
8835,1,18,9035,riten,1,2,0,1,618,437,0.2744,1,2,2,2,0
8836,1,18,9036,trouwdag,1,1,1,0,456,618,8.2324,1,5,5,1,0
8837,1,18,9037,leiden,1,1,1,1,572,456,62.658,1,6,6,1,0
8838,1,18,9038,barsen,2,2,1,1,746,572,NA,1,NA,7,2,0
8839,1,18,9039,doorveer,2,2,1,1,578,746,NA,2,NA,7,2,0
8840,1,18,9040,alde,2,2,1,1,465,578,NA,2,NA,7,2,0
8841,1,18,9041,tocht,1,1,1,1,469,465,9.5359,2,5,5,1,0
8842,1,18,9042,kijzen,2,2,1,1,551,469,NA,1,NA,7,2,0
8843,1,18,9043,voetzaar,2,2,1,1,552,551,NA,2,NA,7,2,0
8844,1,18,9044,hygren,2,2,1,1,584,552,NA,2,NA,7,2,0
8845,1,18,9045,zovon,2,2,1,1,471,584,NA,2,NA,7,2,0
8846,1,18,9046,marges,1,1,1,1,601,471,0.2744,2,2,2,1,0
8847,1,18,9047,verknoeid,1,1,1,1,679,601,2.6298,1,4,4,1,0
8848,1,18,9048,miljard,1,1,1,1,498,679,12.1886,1,5,5,1,0
8849,1,18,9049,schelle,1,1,1,1,691,498,0.1829,1,2,2,1,0
8850,1,18,9050,konboei,2,2,1,1,573,691,NA,1,NA,7,2,0
8851,1,18,9051,kauwen,1,1,1,1,396,573,4.6879,2,5,5,1,0
8852,1,18,9052,thee,1,1,1,1,387,396,58.7934,1,6,6,1,0
8853,1,18,9053,veter,1,1,1,1,520,387,1.3263,1,NA,NA,1,0
8854,1,18,9054,klemmen,1,1,1,1,730,520,0.8461,1,3,3,1,0
8855,1,18,9055,anzucht,2,2,1,1,579,730,NA,1,NA,7,2,0
8856,1,18,9056,getoofd,2,2,1,1,514,579,NA,2,NA,7,2,0
8857,1,18,9057,mootbouw,2,2,1,1,578,514,NA,2,NA,7,2,1
8858,1,18,9058,skitjes,1,2,0,1,465,578,0,2,1,1,2,0
8859,1,18,9059,zusje,1,1,1,0,484,465,18.7288,1,6,6,1,0
8860,1,18,9060,bromvoots,2,2,1,1,391,484,NA,1,NA,7,2,0
8861,1,18,9061,inkers,2,2,1,1,797,391,NA,2,NA,7,2,0
8862,1,18,9062,bekruisd,2,2,1,1,498,797,NA,2,NA,7,2,0
8863,1,18,9063,frareau,2,2,1,1,469,498,NA,2,NA,7,2,1
8864,1,18,9064,tersluiks,1,2,0,1,456,469,0.0229,2,1,1,2,0
8865,1,18,9065,pikte,1,1,1,0,507,456,4.5736,1,5,5,1,0
8866,1,18,9066,klikjes,1,1,1,1,428,507,0.1372,1,2,2,1,0
8867,1,18,9067,oon,2,2,1,1,513,428,NA,1,NA,7,2,1
8868,1,18,9068,horde,1,2,0,1,403,513,1.6236,2,4,4,2,0
8869,1,18,9069,kromming,1,1,1,0,504,403,0.343,1,2,2,1,0
8870,1,18,9070,weemoed,1,1,1,1,442,504,0.2058,1,2,2,1,0
8871,1,18,9071,klunt,2,2,1,1,590,442,NA,1,NA,7,2,0
8872,1,18,9072,bloctors,2,2,1,1,748,590,NA,2,NA,7,2,0
8873,1,18,9073,mopzee,2,2,1,1,404,748,NA,2,NA,7,2,0
8874,1,18,9074,droomden,1,1,1,1,490,404,1.0291,2,3,3,1,0
8875,1,18,9075,lura,2,2,1,1,636,490,NA,1,NA,7,2,1
8876,1,18,9076,gangs,1,2,0,1,760,636,0.0915,2,1,1,2,1
8877,1,18,9077,dukken,2,1,0,0,751,760,NA,1,NA,7,1,0
8878,1,18,9078,helse,1,1,1,0,503,751,2.2868,2,4,4,1,0
8879,1,18,9079,kiren,2,2,1,1,890,503,NA,1,NA,7,2,0
8880,1,18,9080,spoerde,2,2,1,1,619,890,NA,2,NA,7,2,0
8881,1,18,9081,belgen,1,1,1,1,856,619,1.0291,2,3,3,1,0
8882,1,18,9082,veenlui,2,2,1,1,588,856,NA,1,NA,7,2,0
8883,1,18,9083,gugo's,2,2,1,1,489,588,NA,2,NA,7,2,0
8884,1,18,9084,rang,1,1,1,1,652,489,9.1929,2,5,5,1,0
8885,1,18,9085,leef,1,1,1,1,376,652,46.6734,1,6,6,1,0
8886,1,18,9086,klint,2,2,1,1,559,376,NA,1,NA,7,2,1
8887,1,18,9087,henry's,1,2,0,1,733,559,1.3263,2,NA,NA,2,0
8888,1,18,9088,gewild,1,1,1,0,566,733,22.685,1,6,6,1,0
8889,1,18,9089,rozet,1,1,1,1,534,566,0,1,1,1,1,1
8890,1,18,9090,stols,1,2,0,1,534,534,0,1,1,1,2,0
8891,1,18,9091,speler,1,1,1,0,422,534,13.332,1,5,5,1,0
8892,1,18,9092,vijands,1,1,1,1,588,422,0.0457,1,1,1,1,0
8893,1,18,9093,stoker,1,1,1,1,699,588,0.3888,1,2,2,1,1
8894,1,18,9094,priempje,1,2,0,1,660,699,0,1,1,1,2,0
8895,1,18,9095,grimmig,1,1,1,0,671,660,0.4574,1,2,2,1,0
8896,1,18,9096,drampen,2,2,1,1,939,671,NA,1,NA,7,2,0
8897,1,18,9097,staakse,2,2,1,1,1067,939,NA,2,NA,7,2,1
8898,1,18,9098,pluk,1,2,0,1,518,1067,2.8356,2,4,4,2,0
8899,1,18,9099,frimtach,2,2,1,0,455,518,NA,1,NA,7,2,0
8900,1,18,9100,litten,2,2,1,1,667,455,NA,2,NA,7,2,0
8901,1,18,9101,gasre,2,2,1,1,1119,667,NA,2,NA,7,2,0
8902,1,18,9102,luzen,2,2,1,1,680,1119,NA,2,NA,7,2,0
8903,1,18,9103,wedjaan,2,2,1,1,563,680,NA,2,NA,7,2,0
8904,1,18,9104,woost,2,2,1,1,657,563,NA,2,NA,7,2,0
8905,1,18,9105,rugpuk,2,2,1,1,509,657,NA,2,NA,7,2,0
8906,1,18,9106,holsters,1,1,1,1,1055,509,0.2287,2,2,2,1,0
8907,1,18,9107,nartons,2,2,1,1,458,1055,NA,1,NA,7,2,0
8908,1,18,9108,schebe,2,2,1,1,461,458,NA,2,NA,7,2,0
8909,1,18,9109,schikt,1,1,1,1,529,461,1.6694,2,4,4,1,0
8910,1,18,9110,leubels,2,2,1,1,593,529,NA,1,NA,7,2,0
8911,1,18,9111,verschuind,2,2,1,1,655,593,NA,2,NA,7,2,0
8912,1,18,9112,beleg,1,1,1,1,555,655,1.8066,2,4,4,1,0
8913,1,18,9113,ruidt,2,2,1,1,491,555,NA,1,NA,7,2,0
8914,1,18,9114,buiven,2,2,1,1,525,491,NA,2,NA,7,2,0
8915,1,18,9115,aakwes,2,2,1,1,477,525,NA,2,NA,7,2,0
8916,1,18,9116,klamen,2,2,1,1,640,477,NA,2,NA,7,2,0
8917,1,18,9117,wous,2,2,1,1,460,640,NA,2,NA,7,2,0
8918,1,18,9118,boter,1,1,1,1,511,460,10.5192,2,5,5,1,0
8919,1,18,9119,epars,2,2,1,1,511,511,NA,1,NA,7,2,0
8920,1,18,9120,snekte,2,2,1,1,433,511,NA,2,NA,7,2,0
8921,1,18,9121,bruik,2,2,1,1,550,433,NA,2,NA,7,2,0
8922,1,18,9122,vertoond,1,1,1,1,582,550,1.8752,2,4,4,1,0
8923,1,18,9123,nokkels,2,2,1,1,660,582,NA,1,NA,7,2,0
8924,1,18,9124,weg,1,1,1,1,495,660,1481.6568,2,6,6,1,0
8925,1,18,9125,stitten,2,2,1,1,1105,495,NA,1,NA,7,2,0
8926,1,18,9126,teleis,2,2,1,1,475,1105,NA,2,NA,7,2,0
8927,1,18,9127,duif,1,1,1,1,461,475,5.3511,2,5,5,1,0
8928,1,18,9128,jasjes,1,1,1,1,433,461,1.0291,1,3,3,1,0
8929,1,18,9129,bloekt,2,2,1,1,582,433,NA,1,NA,7,2,0
8930,1,18,9130,verbergt,1,1,1,1,612,582,12.1429,2,5,5,1,0
8931,1,18,9131,brokkers,2,2,1,1,1169,612,NA,1,NA,7,2,0
8932,1,18,9132,klakken,1,1,1,1,408,1169,0,2,1,1,1,0
8933,1,18,9133,melk,1,1,1,1,414,408,39.6987,1,6,6,1,0
8934,1,18,9134,eekte,2,2,1,1,434,414,NA,1,NA,7,2,0
8935,1,18,9135,treertjes,2,2,1,1,551,434,NA,2,NA,7,2,0
8936,1,18,9136,mandaat,1,1,1,1,584,551,1.0291,2,3,3,1,0
8937,1,18,9137,strijkt,1,1,1,1,406,584,1.1434,1,3,3,1,0
8938,1,18,9138,druinen,2,2,1,1,907,406,NA,1,NA,7,2,0
8939,1,18,9139,stil,1,1,1,1,412,907,160.8071,2,6,6,1,0
8940,1,18,9140,boogjes,1,1,1,1,866,412,0,1,1,1,1,0
8941,1,18,9141,trippe,2,2,1,1,580,866,NA,1,NA,7,2,0
8942,1,18,9142,vleekt,2,2,1,1,643,580,NA,2,NA,7,2,0
8943,1,18,9143,kondel,2,2,1,1,511,643,NA,2,NA,7,2,0
8944,1,18,9144,steend,2,2,1,1,433,511,NA,2,NA,7,2,0
8945,1,18,9145,hounges,2,2,1,1,453,433,NA,2,NA,7,2,0
8946,1,18,9146,voog,2,2,1,1,553,453,NA,2,NA,7,2,1
8947,1,18,9147,brahmaan,1,2,0,1,505,553,0.0686,2,1,1,2,1
8948,1,18,9148,klutsen,1,2,0,0,635,505,0.1143,1,NA,NA,2,0
8949,1,18,9149,vrammer,2,2,1,0,663,635,NA,1,NA,7,2,0
8950,1,18,9150,koertje,1,1,1,1,578,663,0,2,1,1,1,0
8951,1,18,9151,geelzucht,1,1,1,1,481,578,0.2973,1,2,2,1,0
8952,1,18,9152,zimpels,2,2,1,1,499,481,NA,1,NA,7,2,0
8953,1,18,9153,intact,1,1,1,1,453,499,6.0371,2,5,5,1,0
8954,1,18,9154,verstoort,1,1,1,1,538,453,3.1558,1,4,4,1,0
8955,1,18,9155,blaadje,1,1,1,1,426,538,1.8752,1,4,4,1,0
8956,1,18,9156,vop,2,2,1,1,383,426,NA,1,NA,7,2,0
8957,1,18,9157,hildijk,2,2,1,1,517,383,NA,2,NA,7,2,0
